time,slip velocity (m/s),accumlated slip (m),axial shortening (mm),normal stress (MPa),shear stress (MPa),temp (¢ªC),friction
318,0.002983195,0.801976176,0.44407992,0.338984272,0.559257614,25.75,1.649804017
319,0.002177205,0.804153381,0.44357983,0.35358208,0.573205531,26.35,1.621138525
320,0.001639878,0.805793259,0.44357983,0.360069994,0.568133561,26.3,1.577842005
321,0.002983195,0.808776454,0.4450801,0.343850208,0.562427595,26.85,1.635676181
322,0.002445868,0.811222323,0.44558019,0.347094165,0.579545493,26.75,1.669706816
323,0.002177205,0.813399527,0.45258145,0.360069994,0.590957426,26.85,1.641229304
324,0.001908541,0.815308069,0.45658217,0.356826037,0.597931384,26.45,1.675694379
325,0.002983195,0.818291264,0.45908262,0.360069994,0.599833373,26.35,1.665879921
326,0.002714532,0.821005796,0.4600828,0.358448015,0.597931384,26.25,1.668111856
327,0.002177205,0.823183001,0.45058109,0.348716144,0.571303542,26.3,1.638305403
328,0.001908541,0.825091543,0.44207956,0.332496358,0.555453637,26.35,1.670555552
329,0.002983195,0.828074738,0.44407992,0.340606251,0.577009509,27.3,1.694066116
330,0.002714532,0.83078927,0.44407992,0.337362294,0.57003555,27.1,1.689683645
331,0.002714532,0.833503802,0.44307974,0.335740315,0.568133561,26.9,1.692181534
332,0.002983195,0.836486997,0.44407992,0.340606251,0.582081478,26.75,1.708957123
333,0.002445868,0.838932866,0.44458001,0.343850208,0.582081478,26.45,1.692834452
334,0.005132503,0.844065369,0.44708046,0.351960101,0.574473524,26.45,1.632212066
335,0.002177205,0.846242574,0.44307974,0.329252401,0.542773712,26.75,1.64850343
336,0.002983195,0.849225769,0.44307974,0.330874379,0.548479678,27.15,1.657667418
337,0.003251859,0.852477628,0.44558019,0.343850208,0.581447482,26.85,1.690990637
338,0.002983195,0.855460823,0.45708226,0.348716144,0.58525146,26.9,1.678303313
339,0.002177205,0.857638028,0.45558199,0.338984272,0.579545493,26.4,1.709653046
340,0.002714532,0.86035256,0.45608208,0.345472187,0.589055437,26.45,1.705073403
341,0.002445868,0.862798429,0.44958091,0.340606251,0.588421441,26.35,1.727570881
342,0.003520522,0.866318951,0.44407992,0.322764486,0.53643375,26.55,1.661997439
343,0.001371214,0.867690166,0.44157947,0.322764486,0.552283655,26.95,1.711104161
344,0.002177205,0.86986737,0.44157947,0.330874379,0.568133561,27.3,1.717067252
345,0.002983195,0.872850566,0.44307974,0.322764486,0.54974767,27.15,1.703247085
346,0.005401167,0.878251733,0.44407992,0.326008443,0.537701742,26.95,1.649349128
347,0.002983195,0.881234928,0.4450801,0.332496358,0.555453637,26.7,1.670555552
348,0.002177205,0.883412133,0.44407992,0.334118336,0.571303542,26.4,1.709883835
349,0.003251859,0.886663992,0.44708046,0.350338122,0.583983467,26.45,1.666913846
350,0.002714532,0.889378524,0.44207956,0.322764486,0.53643375,26.85,1.661997439
351,0.002445868,0.891824392,0.44157947,0.317898551,0.537701742,27.15,1.691425586
352,0.002983195,0.894807588,0.44558019,0.330874379,0.552283655,27.2,1.66916416
353,0.001639878,0.896447466,0.44558019,0.329252401,0.553551648,26.8,1.681238001
354,0.002445868,0.898893334,0.44908082,0.338984272,0.567499565,26.5,1.674117685
355,0.002983195,0.901876529,0.44808064,0.343850208,0.566231573,26.4,1.646739072
356,0.002445868,0.904322398,0.44908082,0.356826037,0.599199377,26.4,1.679247911
357,0.002714532,0.90703693,0.44207956,0.324386465,0.547845682,26.5,1.688867265
358,0.001639878,0.908676808,0.44207956,0.327630422,0.557355625,27.65,1.701171771
359,0.002714532,0.91139134,0.44257965,0.327630422,0.538335738,27.5,1.643118899
360,0.002177205,0.913568544,0.44307974,0.329252401,0.533897765,27,1.621545548
361,0.001639878,0.915208422,0.44307974,0.334118336,0.534531761,26.75,1.599827673
362,0.001639878,0.9168483,0.44608028,0.345472187,0.551649659,26.65,1.596799049
363,0.001908541,0.918756842,0.44708046,0.35358208,0.565597576,26.45,1.599621726
364,0.004595176,0.923352018,0.44958091,0.340606251,0.540871723,26.7,1.587967695
365,0.001102551,0.924454569,0.44708046,0.337362294,0.543407708,27.25,1.610754131
366,0.002445868,0.926900437,0.44658037,0.338984272,0.53643375,27.1,1.582473859
367,0.002983195,0.929883633,0.44558019,0.345472187,0.539603731,26.9,1.561931037
368,0.003251859,0.933135492,0.44658037,0.348716144,0.541505719,26.7,1.552855321
369,0.002714532,0.935850024,0.44808064,0.350338122,0.550381667,26.4,1.57100136
370,0.004595176,0.9404452,0.44708046,0.348716144,0.547845682,26.4,1.571036189
371,0.002177205,0.942622405,0.44458001,0.332496358,0.525021817,26.4,1.579030281
372,0.002714532,0.945336937,0.44458001,0.356826037,0.557355625,26.85,1.56198138
373,0.002177205,0.947514142,0.44558019,0.361691973,0.559257614,27,1.546226227
374,0.003251859,0.950766001,0.44658037,0.348716144,0.551649659,26.75,1.581944711
375,0.001639878,0.952405879,0.44407992,0.340606251,0.554185644,26.5,1.627056587
376,0.003520522,0.955926401,0.44808064,0.345472187,0.555453637,26.45,1.607810001
377,0.001908541,0.957834942,0.44608028,0.340606251,0.552283655,26.4,1.62147246
378,0.002714532,0.960549474,0.44658037,0.348716144,0.564329584,26.55,1.618306447
379,0.001908541,0.962458016,0.44407992,0.324386465,0.522485832,27.1,1.610689375
380,0.002177205,0.964635221,0.44558019,0.329252401,0.534531761,26.95,1.623471111
381,0.002177205,0.966812426,0.45058109,0.326008443,0.538335738,26.7,1.651293852
382,0.002177205,0.96898963,0.44958091,0.329252401,0.545309697,26.5,1.656205682
383,0.003520522,0.972510153,0.45158127,0.338984272,0.546577689,26.5,1.612398374
384,0.002714532,0.975224685,0.44658037,0.326008443,0.539603731,26.3,1.655183298
385,0.002983195,0.97820788,0.44458001,0.324386465,0.545309697,26.35,1.681049476
386,0.002177205,0.980385085,0.44407992,0.327630422,0.529459791,26.4,1.616027558
387,0.002445868,0.982830954,0.44558019,0.337362294,0.550381667,27.05,1.631426147
388,0.002714532,0.985545485,0.44558019,0.338984272,0.547845682,26.9,1.616138938
389,0.002714532,0.988260017,0.44458001,0.324386465,0.532629772,26.8,1.641960531
390,0.002177205,0.990437222,0.44407992,0.324386465,0.530727783,26.45,1.636097189
391,0.002177205,0.992614427,0.44458001,0.332496358,0.543407708,26.35,1.634326799
392,0.002714532,0.995328959,0.44658037,0.345472187,0.559257614,26.3,1.618820952
393,0.002983195,0.998312154,0.4450801,0.327630422,0.530727783,26.4,1.61989775
394,0.001639878,0.999952032,0.44207956,0.321142508,0.518047859,27.35,1.613140106
395,0.002177205,1.002129237,0.44458001,0.326008443,0.528825795,26.8,1.622123001
396,0.002983195,1.005112433,0.45058109,0.343850208,0.546577689,26.75,1.589580802
397,0.002714532,1.007826965,0.45158127,0.348716144,0.559257614,26.35,1.603761753
398,0.002445868,1.010272833,0.45258145,0.347094165,0.556721629,26.25,1.603949835
399,0.002714532,1.012987365,0.45058109,0.345472187,0.557355625,26.25,1.613315476
400,0.004326513,1.017313878,0.44558019,0.324386465,0.518047859,26.25,1.597008244
401,0.002177205,1.019491083,0.44558019,0.358448015,0.555453637,26.55,1.549607231
402,0.002445868,1.021936951,0.44658037,0.356826037,0.555453637,26.7,1.556651083
403,0.002983195,1.024920147,0.44708046,0.350338122,0.554185644,27,1.581859377
404,0.002177205,1.027097351,0.44658037,0.342228229,0.532629772,26.75,1.556358378
405,0.002445868,1.02954322,0.44658037,0.335740315,0.537701742,26.5,1.601540589
406,0.00566983,1.03521305,0.44808064,0.348716144,0.548479678,26.4,1.572854276
407,0.001639878,1.036852928,0.44608028,0.35358208,0.562427595,26.35,1.590656392
408,0.002177205,1.039030133,0.44658037,0.332496358,0.525655814,26.7,1.580937057
409,0.001639878,1.040670011,0.44658037,0.327630422,0.529459791,26.9,1.616027558
410,0.001908541,1.042578552,0.44658037,0.332496358,0.53643375,26.75,1.613352257
411,0.002445868,1.045024421,0.45308154,0.343850208,0.556721629,26.6,1.619081845
412,0.002983195,1.048007616,0.45458181,0.347094165,0.572571535,26.4,1.649614405
413,0.002445868,1.050453485,0.45308154,0.335740315,0.567499565,26.45,1.690293181
414,0.001908541,1.052362026,0.45058109,0.337362294,0.572571535,26.3,1.697200741
415,0.002177205,1.054539231,0.44357983,0.321142508,0.539603731,26.5,1.680262556
416,0.002445868,1.056985099,0.44558019,0.332496358,0.552283655,26.7,1.661021669
417,0.001639878,1.058624977,0.44458001,0.335740315,0.551649659,27,1.643084356
418,0.001639878,1.060264855,0.44458001,0.319520529,0.525655814,27.15,1.645139406
419,0.001639878,1.061904733,0.4450801,0.316276572,0.521851836,26.75,1.649985748
420,0.002177205,1.064081938,0.44558019,0.313032615,0.522485832,26.65,1.669109888
421,0.002983195,1.067065134,0.44658037,0.338984272,0.561159603,26.45,1.655414863
422,0.002983195,1.070048329,0.44658037,0.343850208,0.564329584,26.4,1.641207627
423,0.001639878,1.071688207,0.44458001,0.319520529,0.520583844,27,1.629265716
424,0.002983195,1.074671402,0.44958091,0.337362294,0.542773712,26.95,1.608874857
425,0.001639878,1.07631128,0.45458181,0.343850208,0.552283655,26.8,1.606175138
426,0.002983195,1.079294476,0.45908262,0.35358208,0.562427595,26.5,1.590656392
427,0.002177205,1.081471681,0.45708226,0.347094165,0.560525606,26.3,1.614909332
428,0.002445868,1.083917549,0.45608208,0.351960101,0.576375512,26.2,1.637616056
429,0.001639878,1.085557427,0.44658037,0.327630422,0.522485832,26.25,1.594741505
430,0.002445868,1.088003295,0.44708046,0.345472187,0.545309697,26.6,1.578447464
431,0.002177205,1.0901805,0.44958091,0.360069994,0.556721629,27.3,1.546148356
432,0.002177205,1.092357705,0.44958091,0.356826037,0.559257614,27.45,1.567311677
433,0.001908541,1.094266247,0.44758055,0.337362294,0.533897765,27.1,1.582565019
434,0.002445868,1.096712115,0.44758055,0.335740315,0.545309697,26.75,1.624200825
435,0.001639878,1.098351993,0.44708046,0.335740315,0.551649659,26.5,1.643084356
436,0.001639878,1.099991871,0.44758055,0.35358208,0.587153448,26.35,1.660585992
437,0.001639878,1.101631749,0.44658037,0.324386465,0.528825795,26.45,1.630233848
438,0.002983195,1.104614944,0.45158127,0.337362294,0.545309697,26.9,1.616391953
439,0.002177205,1.106792149,0.46058289,0.338984272,0.554185644,27.05,1.63484176
440,0.001908541,1.10870069,0.46058289,0.338984272,0.560525606,26.8,1.653544581
441,0.002983195,1.111683886,0.46258325,0.337362294,0.566231573,26.55,1.678408
442,0.002714532,1.114398418,0.45908262,0.347094165,0.583349471,26.4,1.680666313
443,0.003520522,1.11791894,0.44808064,0.321142508,0.539603731,26.4,1.680262556
444,0.002714532,1.120633472,0.44658037,0.321142508,0.540871723,26.45,1.684210935
445,0.002983195,1.123616667,0.44658037,0.337362294,0.551649659,26.85,1.635184695
446,0.002445868,1.126062536,0.45058109,0.340606251,0.561159603,28.35,1.647531721
447,0.002714532,1.128777068,0.44808064,0.327630422,0.523753825,28.1,1.598611697
448,0.002714532,1.1314916,0.44608028,0.319520529,0.516779866,27.15,1.617360449
449,0.002983195,1.134474795,0.44758055,0.330874379,0.54974767,26.8,1.661499666
450,0.002714532,1.137189327,0.44808064,0.342228229,0.57510752,26.4,1.680479488
451,0.001371214,1.138560541,0.45158127,0.326008443,0.526923806,26.4,1.616288831
452,0.002445868,1.14100641,0.44958091,0.347094165,0.558623618,26.8,1.609429584
453,0.002445868,1.143452278,0.44808064,0.335740315,0.547845682,27.3,1.631754237
454,0.002983195,1.146435474,0.45358163,0.348716144,0.555453637,27.4,1.592853232
455,0.003520522,1.149955996,0.46308334,0.356826037,0.566231573,26.85,1.586856098
456,0.002445868,1.152401864,0.46058289,0.343850208,0.561159603,26.45,1.631988551
457,0.002177205,1.154579069,0.4600828,0.348716144,0.57003555,26.4,1.634669229
458,0.001639878,1.156218947,0.45108118,0.327630422,0.528825795,26.2,1.614092462
459,0.002714532,1.158933479,0.44808064,0.343850208,0.54974767,26.4,1.598799878
460,0.002445868,1.161379348,0.44858073,0.360069994,0.568133561,27.15,1.577842005
461,0.002983195,1.164362543,0.45058109,0.356826037,0.563695588,28.65,1.579749036
462,0.002177205,1.166539748,0.44808064,0.337362294,0.535799753,27.45,1.588202841
463,0.002714532,1.16925428,0.44808064,0.337362294,0.542773712,26.85,1.608874857
464,0.001639878,1.170894158,0.44708046,0.329252401,0.544675701,26.65,1.654280119
465,0.002714532,1.17360869,0.45058109,0.361691973,0.583983467,26.4,1.614587858
466,0.005132503,1.178741193,0.44958091,0.337362294,0.535799753,26.6,1.588202841
467,0.002177205,1.180918398,0.44808064,0.332496358,0.537701742,27.25,1.61716581
468,0.002714532,1.18363293,0.45058109,0.343850208,0.545309697,27.15,1.585893171
469,0.002983195,1.186616125,0.45158127,0.345472187,0.554185644,26.9,1.604139684
470,0.002177205,1.18879333,0.45308154,0.340606251,0.559257614,26.5,1.641947594
471,0.002445868,1.191239199,0.45458181,0.335740315,0.565597576,26.3,1.684628122
472,0.002177205,1.193416404,0.45158127,0.330874379,0.565597576,26.35,1.709402758
473,0.002177205,1.195593608,0.44808064,0.311410636,0.531995776,26.35,1.708341701
474,0.003789186,1.199382794,0.44958091,0.329252401,0.546577689,26.8,1.660056808
475,0.002445868,1.201828663,0.44858073,0.332496358,0.538335738,27.1,1.619072587
476,0.002177205,1.204005868,0.44758055,0.316276572,0.523753825,26.9,1.655999437
477,0.001908541,1.205914409,0.44458001,0.316276572,0.535799753,26.65,1.694086129
478,0.002983195,1.208897604,0.44858073,0.337362294,0.566231573,26.6,1.678408
479,0.002445868,1.211343473,0.44708046,0.340606251,0.579545493,26.45,1.70151162
480,0.001639878,1.212983351,0.44708046,0.343850208,0.567499565,26.35,1.650426703
481,0.002714532,1.215697883,0.44908082,0.335740315,0.539603731,26.95,1.607205648
482,0.002177205,1.217875088,0.44808064,0.334118336,0.544675701,26.9,1.630187994
483,0.001908541,1.219783629,0.44708046,0.332496358,0.543407708,26.7,1.634326799
484,0.002177205,1.221960834,0.44808064,0.340606251,0.550381667,26.75,1.615888333
485,0.002445868,1.224406702,0.44958091,0.348716144,0.563695588,26.35,1.616488361
486,0.002445868,1.226852571,0.45108118,0.351960101,0.578277501,26.4,1.643020045
487,0.001639878,1.228492449,0.44908082,0.345472187,0.57510752,26.35,1.664699915
488,0.002983195,1.231475644,0.45108118,0.337362294,0.545309697,26.35,1.616391953
489,0.003251859,1.234727503,0.45108118,0.35358208,0.563695588,26.55,1.594242526
490,0.002714532,1.237442035,0.450081,0.347094165,0.554185644,26.8,1.596643504
491,0.002983195,1.24042523,0.44958091,0.338984272,0.561159603,26.5,1.655414863
492,0.002714532,1.243139762,0.450081,0.356826037,0.588421441,26.5,1.649042895
493,0.002714532,1.245854294,0.45058109,0.345472187,0.576375512,26.5,1.668370233
494,0.003251859,1.249106153,0.45158127,0.361691973,0.601101365,26.45,1.661915141
495,0.002714532,1.251820685,0.450081,0.356826037,0.582081478,26.3,1.631275239
496,0.002445868,1.254266553,0.44958091,0.329252401,0.541505719,26.9,1.644652304
497,0.001639878,1.255906431,0.44808064,0.322764486,0.544675701,26.8,1.687532934
498,0.002714532,1.258620963,0.44758055,0.324386465,0.544675701,26.85,1.679095029
499,0.002714532,1.261335495,0.44808064,0.322764486,0.551649659,26.75,1.709139892
500,0.002714532,1.264050027,0.44958091,0.335740315,0.571303542,26.55,1.701623299
501,0.002714532,1.266764559,0.44708046,0.332496358,0.574473524,26.35,1.727758846
502,0.004326513,1.271091072,0.44558019,0.327630422,0.561159603,26.25,1.712782345
503,0.002983195,1.274074267,0.44758055,0.327630422,0.555453637,26.45,1.695366484
504,0.002983195,1.277057463,0.44758055,0.324386465,0.548479678,26.95,1.690821712
505,0.001908541,1.278966004,0.44558019,0.313032615,0.543407708,26.65,1.735945977
506,0.002714532,1.281680536,0.44758055,0.324386465,0.556721629,26.5,1.716229527
507,0.003520522,1.285201058,0.44958091,0.335740315,0.576375512,26.45,1.716730123
508,0.002983195,1.288184254,0.44858073,0.338984272,0.583983467,26.3,1.722745021
509,0.002983195,1.291167449,0.44858073,0.343850208,0.574473524,26.45,1.67070867
510,0.002177205,1.293344654,0.44708046,0.321142508,0.529459791,26.65,1.64867552
511,0.001908541,1.295253195,0.44658037,0.319520529,0.537701742,26.8,1.68283942
512,0.002177205,1.2974304,0.44658037,0.321142508,0.542773712,26.75,1.690133504
513,0.002714532,1.300144932,0.44808064,0.326008443,0.54974767,26.75,1.686298872
514,0.002445868,1.302590801,0.44708046,0.334118336,0.563695588,26.4,1.687113595
515,0.002983195,1.305573996,0.44908082,0.350338122,0.583349471,26.45,1.665104177
516,0.002714532,1.308288528,0.44908082,0.343850208,0.572571535,26.4,1.665177224
517,0.002714532,1.31100306,0.44708046,0.332496358,0.540871723,26.3,1.626699693
518,0.002445868,1.313448928,0.44708046,0.342228229,0.558623618,26.75,1.632313087
519,0.003251859,1.316700787,0.44958091,0.345472187,0.568133561,26.9,1.644513171
520,0.002445868,1.319146656,0.44908082,0.332496358,0.558623618,26.7,1.680089434
521,0.002714532,1.321861188,0.450081,0.345472187,0.571303542,26.4,1.653688964
522,0.002177205,1.324038392,0.44708046,0.337362294,0.568133561,26.3,1.684045822
523,0.002983195,1.327021588,0.44958091,0.360069994,0.58017949,26.4,1.611296413
524,0.002445868,1.329467456,0.44958091,0.360069994,0.58017949,26.4,1.611296413
525,0.002714532,1.332181988,0.44958091,0.342228229,0.541505719,26.65,1.582294133
526,0.001639878,1.333821866,0.44808064,0.332496358,0.546577689,27.1,1.643860681
527,0.002445868,1.336267735,0.44858073,0.335740315,0.553551648,26.9,1.648749415
528,0.002714532,1.338982266,0.44958091,0.348716144,0.568133561,26.8,1.629214969
529,0.002445868,1.341428135,0.44908082,0.35358208,0.57510752,26.4,1.626517725
530,0.002714532,1.344142667,0.450081,0.356826037,0.583983467,26.4,1.636605536
531,0.002714532,1.346857199,0.45058109,0.347094165,0.567499565,26.45,1.635001743
532,0.001908541,1.34876574,0.44758055,0.338984272,0.545309697,26.4,1.60865781
533,0.002177205,1.350942945,0.44808064,0.350338122,0.558623618,27.05,1.594527064
534,0.002177205,1.35312015,0.44808064,0.334118336,0.548479678,27.05,1.641573114
535,0.002445868,1.355566018,0.44808064,0.335740315,0.558623618,26.75,1.663856239
536,0.001908541,1.35747456,0.44808064,0.340606251,0.573205531,26.4,1.682897862
537,0.001371214,1.358845774,0.44808064,0.337362294,0.573205531,26.4,1.699080016
538,0.004326513,1.363172287,0.44908082,0.351960101,0.585885456,26.35,1.664636003
539,0.005401167,1.368573454,0.45058109,0.327630422,0.545309697,26.4,1.664404952
540,0.002983195,1.371556649,0.450081,0.329252401,0.544675701,27,1.654280119
541,0.002445868,1.374002518,0.44908082,0.321142508,0.548479678,26.9,1.707901212
542,0.001908541,1.375911059,0.44808064,0.319520529,0.544675701,26.9,1.704665744
543,0.001908541,1.377819601,0.44808064,0.324386465,0.556721629,26.65,1.716229527
544,0.002714532,1.380534132,0.44858073,0.335740315,0.573205531,26.45,1.707288358
545,0.002714532,1.383248664,0.44758055,0.327630422,0.562427595,26.4,1.716652537
546,0.002714532,1.385963196,0.44858073,0.321142508,0.532629772,26.45,1.658546469
547,0.002714532,1.388677728,0.44858073,0.327630422,0.54974767,26.75,1.677950622
548,0.001639878,1.390317606,0.44558019,0.327630422,0.54974767,27.2,1.677950622
549,0.002445868,1.392763475,0.44808064,0.321142508,0.546577689,26.9,1.701978643
550,0.002983195,1.39574667,0.44958091,0.324386465,0.556721629,26.6,1.716229527
551,0.002445868,1.398192538,0.44858073,0.327630422,0.562427595,26.4,1.716652537
552,0.002177205,1.400369743,0.44758055,0.335740315,0.573205531,26.4,1.707288358
553,0.002177205,1.402546948,0.44708046,0.337362294,0.576375512,26.2,1.708476386
554,0.001908541,1.40445549,0.44708046,0.311410636,0.535799753,26.4,1.720557011
555,0.001908541,1.406364031,0.44658037,0.313032615,0.53643375,26.9,1.71366728
